,leaf,compl,spec,area,perim,tip,base,l.max,r.max,EFN1.type,EFN1.side,EFN1.max.1,EFN1.bowl.max.1,EFN1.bowl.max.2,EFN1.max.2,EFN1.min.1,EFN1.bowl.min.1,EFN1.bowl.min.2,EFN1.min.2,EFN1.vein,EFN1.margin,EFN1.base,EFN1.tip,EFN2.type,EFN2.side,EFN2.max.1,EFN2.bowl.max.1,EFN2.bowl.max.2,EFN2.max.2,EFN2.min.1,EFN2.bowl.min.1,EFN2.bowl.min.2,EFN2.min.2,EFN2.vein,EFN2.margin,EFN2.base,EFN2.tip,EFN3.type,EFN3.side,EFN3.max.1,EFN3.bowl.max.1,EFN3.bowl.max.2,EFN3.max.2,EFN3.min.1,EFN3.bowl.min.1,EFN3.bowl.min.2,EFN3.min.2,EFN3.vein,EFN3.margin,EFN3.base,EFN3.tip,EFN4.type,EFN4.side,EFN4.max.1,EFN4.bowl.max.1,EFN4.bowl.max.2,EFN4.max.2,EFN4.min.1,EFN4.bowl.min.1,EFN4.bowl.min.2,EFN4.min.2,EFN4.vein,EFN4.margin,EFN4.base,EFN4.tip,EFN5.type,EFN5.side,EFN5.max.1,EFN5.bowl.max.1,EFN5.bowl.max.2,EFN5.max.2,EFN5.min.1,EFN5.bowl.min.1,EFN5.bowl.min.2,EFN5.min.2,EFN5.vein,EFN5.margin,EFN5.base,EFN5.tip,EFN6.type,EFN6.side,EFN6.max.1,EFN6.bowl.max.1,EFN6.bowl.max.2,EFN6.max.2,EFN6.min.1,EFN6.bowl.min.1,EFN6.bowl.min.2,EFN6.min.2,EFN6.vein,EFN6.margin,EFN6.base,EFN6.tip,EFN7.type,EFN7.side,EFN7.max.1,EFN7.bowl.max.1,EFN7.bowl.max.2,EFN7.max.2,EFN7.min.1,EFN7.bowl.min.1,EFN7.bowl.min.2,EFN7.min.2,EFN7.vein,EFN7.margin,EFN7.base,EFN7.tip,EFN8.type,EFN8.side,EFN8.max.1,EFN8.bowl.max.1,EFN8.bowl.max.2,EFN8.max.2,EFN8.min.1,EFN8.bowl.min.1,EFN8.bowl.min.2,EFN8.min.2,EFN8.vein,EFN8.margin,EFN8.base,EFN8.tip,EFN9.type,EFN9.side,EFN9.max.1,EFN9.bowl.max.1,EFN9.bowl.max.2,EFN9.max.2,EFN9.min.1,EFN9.bowl.min.1,EFN9.bowl.min.2,EFN9.min.2,EFN9.vein,EFN9.margin,EFN9.base,EFN9.tip,EFN10.type,EFN10.side,EFN10.max.1,EFN10.bowl.max.1,EFN10.bowl.max.2,EFN10.max.2,EFN10.min.1,EFN10.bowl.min.1,EFN10.bowl.min.2,EFN10.min.2,EFN10.vein,EFN10.margin,EFN10.base,EFN10.tip,EFN11.type,EFN11.side,EFN11.max.1,EFN11.bowl.max.1,EFN11.bowl.max.2,EFN11.max.2,EFN11.min.1,EFN11.bowl.min.1,EFN11.bowl.min.2,EFN11.min.2,EFN11.vein,EFN11.margin,EFN11.base,EFN11.tip,EFN12.type,EFN12.side,EFN12.max.1,EFN12.bowl.max.1,EFN12.bowl.max.2,EFN12.max.2,EFN12.min.1,EFN12.bowl.min.1,EFN12.bowl.min.2,EFN12.min.2,EFN12.vein,EFN12.margin,EFN12.base,EFN12.tip,EFN13.type,EFN13.side,EFN13.max.1,EFN13.bowl.max.1,EFN13.bowl.max.2,EFN13.max.2,EFN13.min.1,EFN13.bowl.min.1,EFN13.bowl.min.2,EFN13.min.2,EFN13.vein,EFN13.margin,EFN13.base,EFN13.tip,EFN14.type,EFN14.side,EFN14.max.1,EFN14.bowl.max.1,EFN14.bowl.max.2,EFN14.max.2,EFN14.min.1,EFN14.bowl.min.1,EFN14.bowl.min.2,EFN14.min.2,EFN14.vein,EFN14.margin,EFN14.base,EFN14.tip,EFN15.type,EFN15.side,EFN15.max.1,EFN15.bowl.max.1,EFN15.bowl.max.2,EFN15.max.2,EFN15.min.1,EFN15.bowl.min.1,EFN15.bowl.min.2,EFN15.min.2,EFN15.vein,EFN15.margin,EFN15.base,EFN15.tip,EFN16.type,EFN16.side,EFN16.max.1,EFN16.bowl.max.1,EFN16.bowl.max.2,EFN16.max.2,EFN16.min.1,EFN16.bowl.min.1,EFN16.bowl.min.2,EFN16.min.2,EFN16.vein,EFN16.margin,EFN16.base,EFN16.tip,EFN17.type,EFN17.side,EFN17.max.1,EFN17.bowl.max.1,EFN17.bowl.max.2,EFN17.max.2,EFN17.min.1,EFN17.bowl.min.1,EFN17.bowl.min.2,EFN17.min.2,EFN17.vein,EFN17.margin,EFN17.base,EFN17.tip
y,,,,,,143.722,178.089,174.484,154.347,,,179.763,179.784,179.917,180.022,NA,NA,NA,NA,176.445,179.881,179.943,179.858,,,180.799,180.813,180.827,180.827,180.608,180.693,180.947,181.024,177.983,180.88,NA,NA,,,175.669,NA,NA,175.218,NA,NA,NA,NA,175.973,175.45,175.401,175.419,,,167.079,NA,NA,166.444,NA,NA,NA,NA,168.367,166.758,166.629,166.687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,69,M,costaricanum_Donoghue64722,,,204.766,254.931,240.369,229.073,MLa,L,251.34,251.467,251.77,251.841,251.559,251.566,251.686,251.707,248.782,251.665,NA,NA,MLa,L,253.788,253.82,253.921,253.936,253.672,253.741,253.936,254.021,250.592,253.887,NA,NA,MLa,L,254.797,254.811,254.938,254.995,254.672,254.725,254.952,255.037,251.559,254.921,NA,NA,MLa,L,255.005,255.011,255.064,255.064,254.921,254.958,255.185,255.238,253.697,255.185,NA,NA,MLa,L,255.281,255.296,255.392,255.413,255.18,255.206,255.402,255.445,253.358,255.39,NA,NA,MLa,R,253.139,252.998,252.709,252.631,252.878,252.862,252.783,252.751,253.074,252.846,NA,NA,MLa,R,249.941,249.751,249.544,249.47,249.693,249.682,249.65,249.65,249.647,249.693,NA,NA,MLa,R,243.914,243.798,243.544,243.406,243.644,243.649,243.649,243.644,243.522,243.665,NA,NA,MLa,R,238.566,238.509,238.308,238.157,238.545,238.499,238.386,238.326,239.247,238.351,NA,NA,MLa,R,229.51,229.452,229.044,228.981,229.447,229.388,229.193,229.113,232.368,229.309,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,184.764,149.881,175.81,152.696,,,166.271,166.25,166.074,166.031,165.968,166.017,166.342,166.377,164.476,166.243,NA,NA,,,161.304,161.211,160.729,160.607,160.883,160.909,160.957,160.978,159.879,161.022,NA,NA,,,158.087,157.974,157.565,157.431,157.681,157.729,157.792,157.813,156.803,157.776,NA,NA,,,154.739,154.702,154.294,154.215,154.448,154.48,154.538,154.559,154.771,154.453,NA,NA,,,152.035,152.003,151.638,151.574,151.728,151.77,151.828,151.839,152.703,151.814,NA,NA,,,149.056,149.105,149.209,149.197,149.294,149.246,149.087,149.019,150.045,149.05,NA,NA,,,148.595,148.653,148.669,148.659,148.791,148.743,148.585,148.553,151.109,148.643,NA,NA,,,147.738,147.749,147.796,147.812,147.918,147.881,147.714,147.659,150.23,147.738,NA,NA,,,149.013,149.073,149.2,149.246,149.296,149.246,149.08,149.024,150.125,149.091,NA,NA,,,152.485,152.569,152.998,153.067,152.844,152.839,152.707,152.68,156.527,152.728,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,70,Y,costaricanum_Donoghue64722,,,224.451,296.192,283.252,251.227,MLa,L,289.059,289.059,288.96,288.981,288.854,288.911,289.115,289.2,284.113,289.195,NA,NA,MLa,L,293.857,293.931,294.042,294.111,293.857,293.91,294.063,294.121,287.93,294.083,NA,NA,MLa,L,296.259,296.312,296.492,296.524,296.175,296.254,296.492,296.55,289.962,296.591,NA,NA,MLa,L,297.159,297.201,297.233,297.249,296.963,297.074,297.318,297.408,295.677,297.328,NA,NA,MLa,L,297.624,297.624,297.533,297.519,297.434,297.476,297.66,297.688,295.159,297.73,NA,NA,MLa,L,297.413,297.413,297.27,297.254,NA,NA,NA,NA,296.82,297.413,297.399,297.339,MLa,R,294.414,294.337,293.829,293.723,NA,NA,NA,NA,294.174,294.1,294.076,294.079,MLa,R,292.46,NA,NA,291.867,NA,NA,NA,NA,292.322,292.19,292.195,292.216,MLa,R,289.038,288.911,288.537,288.431,NA,NA,NA,NA,289.19,288.742,288.77,288.798,MLa,R,274.412,274.207,273.904,273.741,NA,NA,NA,NA,276.733,273.974,274.059,274.122,MLa,R,264.527,264.506,264.435,264.414,264.64,264.569,264.294,264.238,267.155,264.382,NA,NA,MLa,R,247.071,247.071,247.05,247.043,247.262,247.22,246.937,246.853,249.724,246.74,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,224.578,161.727,205.239,180.594,,,199.263,199.192,198.797,198.741,198.981,199.002,198.953,198.967,196.532,199.067,NA,NA,,,189.458,189.346,189.151,189.029,189.103,189.156,189.325,189.368,186.965,189.329,NA,NA,,,181.483,181.388,181.06,180.991,181.086,181.128,181.271,181.298,179.684,181.254,NA,NA,,,176.371,176.26,175.969,175.879,176.07,176.091,176.112,176.123,174.879,176.128,NA,NA,,,170.991,171.002,171.249,171.305,171.073,171.094,171.192,171.203,171.439,171.231,NA,NA,,,163.698,163.534,163.02,162.952,NA,NA,NA,NA,163.308,163.241,163.202,163.223,,,160.634,160.634,160.662,160.634,NA,NA,NA,NA,162.468,160.554,160.602,160.668,,,160.544,NA,NA,160.581,NA,NA,NA,NA,162.195,160.512,160.533,160.613,,,160.662,160.655,160.74,160.754,NA,NA,NA,NA,161.936,160.599,160.662,160.771,,,163.724,163.908,164.204,164.338,NA,NA,NA,NA,168.264,163.971,163.992,164.084,,,170.808,170.956,171.281,171.386,171.154,171.132,171.055,171.055,172.011,171.08,NA,NA,,,188.059,188.136,188.397,188.447,188.299,188.299,188.263,188.242,190.415,188.203,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,71,M,cylindricum_100888,,,53.001,96.139,71.12,70.951,La,L,87.644,87.672,87.94,87.947,87.665,87.679,87.863,87.884,87.115,88.082,NA,NA,La,L,91.122,91.172,91.525,91.588,91.385,91.355,91.355,91.385,91.308,91.645,NA,NA,La,L,94.559,94.594,94.855,94.876,94.622,NA,NA,94.821,92.512,94.938,NA,NA,La,R,93.423,93.401,93.077,93.035,93.26,93.26,93.26,93.26,92.544,93.366,NA,NA,La,R,88.279,88.251,88.067,88.046,88.138,88.138,88.209,88.201,88.127,88.35,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,60.918,57.404,69.257,50.123,,,62.385,62.364,62.145,62.131,62.152,62.166,62.392,62.399,61.489,62.674,NA,NA,,,59.923,59.937,59.937,59.944,59.801,60.092,60.113,59.778,59.716,60.381,NA,NA,,,58.505,58.505,58.385,58.364,58.314,NA,NA,58.547,58.286,58.722,NA,NA,,,56.938,56.931,56.882,56.875,57.058,57.03,56.811,56.804,57.594,56.466,NA,NA,,,55.471,55.471,55.407,55.407,55.548,55.527,55.344,55.301,55.742,55.065,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,72,M,cylindricum_100888,,,145.119,221.7,174.561,191.601,La,L,206.523,206.601,206.827,206.869,206.608,206.634,206.772,206.804,206.763,206.996,NA,NA,La,L,211.317,211.37,211.547,211.564,211.324,211.381,211.6,211.663,211.381,211.804,NA,NA,La,L,217.138,217.207,217.673,217.726,217.424,217.429,217.435,217.44,214.919,217.438,NA,NA,La,L,218.559,218.591,218.877,218.908,218.813,218.802,218.686,218.673,214.916,218.772,NA,NA,La,L,220.115,220.178,220.57,220.607,220.292,220.308,220.401,220.416,214.91,220.573,NA,NA,La,R,221.493,221.483,221.26,221.239,221.197,221.223,221.504,221.546,216.397,221.805,NA,NA,La,R,220.387,220.356,220.244,220.229,220.181,220.229,220.419,220.461,216.408,220.719,NA,NA,La,R,218.821,218.768,218.394,218.338,218.592,218.602,218.592,218.585,216.376,219.244,NA,NA,La,R,215.715,215.651,215.445,215.376,215.461,215.503,215.614,215.657,214.699,216.281,NA,NA,La,R,213.244,213.207,212.915,212.878,212.995,213.016,213.09,213.106,212.026,213.535,NA,NA,La,R,207.846,207.777,207.492,207.417,207.534,207.571,207.629,207.656,206.975,207.737,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,113.961,151.553,152.336,121.116,,,154.891,154.855,154.679,154.63,154.622,154.66,154.855,154.892,151.208,155.568,NA,NA,,,153.187,153.12,152.855,152.813,152.844,152.887,153.088,153.123,152.696,154.114,NA,NA,,,151.844,151.85,151.866,151.876,151.654,151.712,152.056,152.114,149.493,152.873,NA,NA,,,152.421,152.44,152.548,152.564,152.336,152.363,152.569,152.601,149.5,152.88,NA,NA,,,152.31,152.284,152.133,152.114,152.043,152.072,152.339,152.368,149.505,152.749,NA,NA,,,150.685,150.648,150.304,150.267,150.622,150.601,150.458,150.431,148.876,150.361,NA,NA,,,149.299,149.246,148.849,148.786,149.119,149.119,149.019,149.008,148.872,148.766,NA,NA,,,148.103,148.103,148.068,148.078,148.248,148.195,147.962,147.92,148.664,147.436,NA,NA,,,144.759,144.716,144.547,144.5,144.759,144.716,144.584,144.531,145.605,143.764,NA,NA,,,141.499,141.478,141.33,141.298,141.557,141.526,141.34,141.287,142.399,140.801,NA,NA,,,134.17,134.154,134.043,134.006,134.334,134.239,134.038,133.98,135.368,133.816,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,,,,Estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,73,N,cylindricum_100888,,,63.74,124.82,109.326,82.148,La,L,121.313,121.271,121.109,121.066,120.975,121.08,121.37,121.454,119.401,122.428,NA,NA,La,L,124.201,124.222,124.285,124.291,124.132,124.164,124.354,124.396,123.269,124.576,NA,NA,La,R,122.364,122.29,121.925,121.867,122.1,122.1,122.073,122.084,122.1,122.121,NA,NA,La,R,119.586,119.549,119.227,119.147,119.364,119.359,119.369,119.38,119.507,119.348,NA,NA,La,R,116.591,116.501,116.094,116.004,116.258,116.253,116.332,116.332,116.395,116.268,NA,NA,La,R,105.511,105.431,105.124,105.077,105.325,105.32,105.278,105.267,105.346,105.235,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,212.619,163.851,202.099,171.365,,,175.465,175.422,175.077,174.964,175.352,175.302,175.154,175.133,174.985,175.525,NA,NA,,,166.931,166.899,166.592,166.555,166.719,166.735,166.751,166.767,166.481,166.82,NA,NA,,,163.65,163.666,163.666,163.666,163.888,163.841,163.512,163.438,164.11,162.93,NA,NA,,,163.444,163.444,163.428,163.433,163.624,163.544,163.306,163.232,164.528,162.967,NA,NA,,,164.333,164.338,164.28,164.264,164.55,164.481,164.169,164.089,164.978,163.336,NA,NA,,,164.301,164.327,164.407,164.428,164.555,164.476,164.195,164.132,164.957,163.412,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,74,N,cylindricum_100888,,,114.236,117.369,NA,104.309,La,R,114.903,114.866,114.686,114.628,114.94,114.882,114.713,114.681,115.464,114.321,NA,NA,La,R,111.638,111.585,111.358,111.315,111.591,111.559,111.39,111.358,112.628,111.061,NA,NA,La,R,108.95,108.892,108.67,108.611,108.813,108.797,108.77,108.754,110.765,108.278,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,203.073,161.332,NA,181.864,,,164.777,164.841,165.005,165.052,165.042,165.015,164.846,164.82,165.65,164.465,NA,NA,,,167.095,167.137,167.397,167.423,167.386,167.36,167.185,167.137,168.55,166.92,NA,NA,,,170.762,170.789,170.841,170.841,170.963,170.91,170.73,170.662,171.551,170.646,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,Estimated,,,Estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,75,N,cylindricum_100888,,,122.005,175.408,141.605,151.257,La,L,152.162,152.225,152.506,152.596,152.379,152.384,152.358,152.358,152.908,152.294,NA,NA,La,L,157.776,157.856,158.11,158.157,157.877,157.924,158.036,158.073,157.903,158.009,NA,NA,La,L,161.994,162.047,162.258,162.295,162.031,162.063,162.227,162.253,162.237,162.168,NA,NA,La,L,165.375,165.375,165.55,165.608,165.328,165.396,165.587,165.65,165.82,165.481,NA,NA,La,L,168.571,168.598,168.799,168.825,168.503,168.566,168.825,168.836,168.719,168.712,NA,NA,La,L,170.751,170.794,171.064,171.111,170.815,170.863,171.021,171.085,170.921,170.947,NA,NA,La,L,174.001,174.053,174.498,174.577,174.17,174.218,174.355,174.382,173.895,174.519,NA,NA,La,R,175.075,175.032,174.831,174.81,174.8,174.853,175.022,175.059,173.942,175.133,NA,NA,La,R,173.688,173.646,173.456,173.413,173.445,173.503,173.683,173.72,173.355,174.101,NA,NA,MLa,R,160.295,160.232,159.898,159.824,160.025,NA,NA,160.136,160.2,160.189,NA,NA,MLa,R,154.66,154.622,154.411,154.358,154.432,NA,NA,154.58,153.13,154.675,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,167.767,188.023,186.838,169.757,,,189.219,189.225,189.256,189.272,189.082,189.124,189.383,189.41,188.68,189.562,NA,NA,,,189.696,189.674,189.553,189.537,189.489,189.553,189.733,189.78,188.616,190.034,NA,NA,,,189.368,189.325,189.135,189.098,189.103,189.151,189.346,189.362,187.965,189.68,NA,NA,,,189.299,189.272,188.955,188.891,189.013,189.066,189.198,189.246,187.12,189.689,NA,NA,,,189.256,189.214,188.912,188.87,188.907,188.976,189.145,189.177,188.821,189.71,NA,NA,,,189.241,189.225,188.934,188.891,188.923,188.987,189.172,189.214,188.711,189.616,NA,NA,,,188.685,188.664,188.452,188.426,188.346,188.41,188.748,188.785,187.939,189.066,NA,NA,,,187.547,187.505,187.283,187.246,187.473,187.436,187.336,187.325,187.082,187.283,NA,NA,,,186.029,185.997,185.743,185.7,186.039,186.002,185.817,185.79,186.124,185.499,NA,NA,,,174.651,174.62,174.498,174.472,174.673,NA,NA,174.45,175.752,174.366,NA,NA,,,171.916,171.884,171.773,171.736,171.91,NA,NA,171.741,173.027,171.609,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,76,N,cylindricum_100888,,,182.527,211.942,187.007,200.554,La,L,208.901,208.943,209.232,209.296,209.141,209.127,209.063,209.049,209.148,209.091,NA,NA,La,L,210.82,NA,NA,211.137,210.975,NA,NA,210.982,210.947,211.053,NA,NA,La,R,211.046,210.996,210.876,210.813,210.834,210.869,211.046,211.081,210.347,211.377,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,144.307,170.243,162.772,152.273,,,170.293,170.314,170.42,170.441,170.201,170.236,170.441,170.483,170.131,170.808,NA,NA,,,170.73,NA,NA,170.723,170.632,NA,NA,170.843,170.279,170.998,NA,NA,,,169.206,169.15,168.995,168.938,169.22,169.164,169.03,168.995,169.206,168.846,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,,,,Estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
